filename,name,city,state,address,phone,website,lat,lng,rating,reviews,services
shop-ar-arkansas-mobile-rv-service-sheridan.html,Arkansas Mobile RV Service,Sheridan,AR,"11 Julia Dr, Sheridan, AR 72150",+15018132566,https://m.facebook.com/arkansasmobilervservice,34.3219652,-92.3882467,5.0,54,Roadside|24/7
shop-ar-arkansas-tire-auto-service-russellville.html,Arkansas Tire & Auto Service,Russellville,AR,"2304 E Main St, Russellville, AR 72802",+14799684304,http://www.arkansastireautoservice.com/,35.2779443,-93.10621239999999,4.5,259,Truck specialist|Tire|Trailer
shop-ar-arkansas-valley-diesel-auto-repair-van-buren.html,Arkansas Valley Diesel & Auto Repair,Van Buren,AR,"12 Ada Bell Cir, Van Buren, AR 72956",+14794747467,,35.4528071,-94.3581136,4.8,62,
shop-ar-b-k-auto-trailer-sales-russellville.html,B & K Auto & Trailer Sales,Russellville,AR,"1925 E Gum Log Rd, Russellville, AR 72802",+14799671542,https://critesautosales.com/,35.3220731,-93.038596,3.4,5,
shop-ar-baker-s-truck-repair-north-little-rock.html,Baker's Truck Repair,North Little Rock,AR,"5500 AR-161, North Little Rock, AR 72117",+15013533827,,34.8033804,-92.1871808,4.8,5,
shop-ar-battle-cross-towing-recovery-a-playing-in-traffic-inc-company-russellvil.html,"Battle Cross Towing & Recovery, A ""Playing In Traffic Inc"" Company",Russellville,AR,"6250 Market St, Russellville, AR 72802",+14792231172,,35.3541781,-93.1234496,4.6,44,24/7
shop-ar-big-rock-truck-and-trailer-repair-north-little-rock.html,Big Rock Truck and Trailer Repair,North Little Rock,AR,"330 Mid State Truck Plaza, North Little Rock, AR 72117",+15012561687,,34.7801113,-92.2013358,4.3,33,
shop-ar-black-dog-diesel-performance-llc-alma.html,Black Dog Diesel Performance LLC,Alma,AR,"1238 Hilltop Dr, Alma, AR 72921",+14796516122,,35.4480429,-94.253697,4.5,11,
shop-ar-bob-orin-s-carb-rebuilders-little-rock.html,Bob & Orin's Carb Rebuilders,Little Rock,AR,"519 W 9th St, Little Rock, AR 72201",+15013722387,,34.740878099999996,-92.2776691,5.0,21,
shop-ar-bruckner-s-truck-equipment-pottsville.html,Bruckner's Truck & Equipment,Pottsville,AR,"620 Mountain Base Rd, Pottsville, AR 72858",+18009236474,https://www.brucknertruck.com/locations/%3Flocation%3Dpottsville%26state%3DArkansas,35.2489604,-93.0245606,4.5,98,
shop-ar-caballero-s-mobile-mechanic-24-7-road-service-russellville.html,Caballero's Mobile mechanic & 24/7 Road service,Russellville,AR,"1122 N Boston Ave, Russellville, AR 72801",+14797478056,,35.2892991,-93.13210199999999,4.7,28,Roadside|24/7
shop-ar-camping-world-rv-service-north-little-rock-north-little-rock.html,Camping World RV Service - North Little Rock,North Little Rock,AR,"9801 Diamond Dr, North Little Rock, AR 72117",+18884097366,https://rv.campingworld.com/dealer/north-little-rock-arkansas/rv-service-repair,34.7852319,-92.14021269999999,5.0,1,24/7|RV|Tire|Engine|Electrical
shop-ar-casey-s-diesel-and-auto-repairs-plumerville.html,Casey’s Diesel and Auto Repairs,Plumerville,AR,"258 Bald Knob Rd, Plumerville, AR 72127",+15016555914,,35.2021115,-92.64529979999999,,,
shop-ar-central-arkansas-truck-trailer-north-little-rock.html,Central Arkansas Truck & Trailer,North Little Rock,AR,"1200 Baucum Industrial Dr, North Little Rock, AR 72117",+15015682185,https://cenarktruck.com/,34.736936299999996,-92.1711933,4.6,101,Roadside|Truck specialist|RV|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-ar-chalos-automotive-mechanics-and-repair-hablamos-espa-ol-conway.html,Chalos Automotive Mechanics And Repair (Hablamos español),Conway,AR,"207 Skunk Hollow Rd, Conway, AR 72032",+15013397169,,35.0615558,-92.3841628,4.8,107,
shop-ar-christian-brothers-automotive-west-little-rock-little-rock.html,Christian Brothers Automotive West Little Rock,Little Rock,AR,"15516 Chenal Pkwy, Little Rock, AR 72211",+15015185466,https://www.cbac.com/west-little-rock/%3Futm_source%3DGMB%26utm_medium%3Dorganic%26utm_campaign%3Dwest-little-rock%26utm_content%3Dwebsite-cta,34.7577954,-92.4446274,4.5,361,
shop-ar-city-of-little-rock-fleet-services-little-rock.html,City of Little Rock Fleet Services,Little Rock,AR,"10803 Ironton Cut-Off Rd, Little Rock, AR 72206",+15018885943,http://www.littlerock.org/,34.653606499999995,-92.3040558,2.0,3,
shop-ar-cliff-carter-s-wrecker-service-west-memphis.html,Cliff Carter's Wrecker Service,West Memphis,AR,"479 AR-77, West Memphis, AR 72301",+18707354285,https://cliffcarterbodyshopar.com/,35.174599199999996,-90.1849878,4.8,92,24/7|Truck specialist|Tire|Engine|Trailer
shop-ar-cmt-truck-and-trailer-repair-llc-north-little-rock.html,CMT Truck and Trailer Repair LLC,North Little Rock,AR,"5007 E Broadway St, North Little Rock, AR 72117",+15012735325,,34.764139199999995,-92.2068065,4.6,28,
shop-ar-cogswell-towing-wrecker-and-road-service-russellville.html,Cogswell Towing Wrecker and Road Service,Russellville,AR,"3933 E Main St, Russellville, AR 72802",+14799684665,https://cogswelltowing.com/,35.2728204,-93.07573599999999,4.5,90,Roadside|24/7|Truck specialist|Reefer|Engine|Trailer
shop-ar-commercial-truck-and-trailer-repair-marion.html,Commercial Truck and Trailer Repair,Marion,AR,"482 Bob Taylor Dr, Marion, AR 72364",+19016522545,http://www.precisiontruckrepairshop.com/%3Futm_campaign%3Dgmb,35.2367468,-90.2121386,4.1,178,24/7
shop-ar-conway-axle-trailer-parts-llc-conway.html,Conway Axle & Trailer Parts LLC,Conway,AR,"348 US-64, Conway, AR 72032",+15015046026,,35.087192099999996,-92.3607506,5.0,8,
shop-ar-conway-semi-truck-trailer-repair-conway.html,Conway Semi Truck & Trailer Repair,Conway,AR,"1127 Factory St, Conway, AR 72032",,,35.0948284,-92.4352713,,,
shop-ar-david-whitt-truck-repair-fort-smith.html,David Whitt Truck Repair,Fort Smith,AR,"4000 Wheeler Ave, Fort Smith, AR 72901",+14796481551,http://david-repair-fort-smith.jany.io/,35.345555,-94.428236,4.3,42,Truck specialist|Engine
shop-ar-don-s-mobile-rv-service-north-little-rock.html,Don's Mobile RV Service,North Little Rock,AR,"7317 Faulkner Lake Rd, North Little Rock, AR 72117",+15017439297,,34.7525857,-92.18235609999999,4.7,44,Roadside
shop-ar-dpf-alternatives-little-rock-dardanelle.html,DPF Alternatives Little Rock,Dardanelle,AR,"21166 N Hwy 7, Dardanelle, AR 72834",+14792807482,https://dpfalternatives.com/locations/little-rock-arkansas,35.173159,-93.15378799999999,5.0,11,Roadside|24/7|Truck specialist|Engine
shop-ar-dr-underhood-automotive-specialist-fort-smith.html,Dr. Underhood Automotive Specialist,Fort Smith,AR,"5300 Towson Ave Ste 200, Fort Smith, AR 72901",+14794345852,https://drunderhood.com/,35.333397,-94.42325199999999,4.7,178,
shop-ar-dru-s-mobile-auto-repair-little-rock.html,Dru's Mobile Auto Repair,Little Rock,AR,"11518 Ponderosa Dr, Little Rock, AR 72209",+15015631000,http://drus-mobile-auto.lany.io/,34.6449964,-92.35888059999999,3.8,65,Roadside|24/7|Engine|Cooling
shop-ar-electric-motor-center-inc-russellville.html,Electric Motor Center Inc.,Russellville,AR,"3222 Bernice Ave, Russellville, AR 72802",+14799682532,,35.2501217,-93.1236326,4.9,10,
shop-ar-express-tire-auto-repair-russellville.html,Express Tire & Auto Repair,Russellville,AR,"506 E 4th St, Russellville, AR 72801",+14799672212,,35.2747217,-93.12721669999999,4.5,40,
shop-ar-first-call-mobile-mechanic-automotive-services-little-rock.html,First Call Mobile Mechanic Automotive Services,Little Rock,AR,"43 Crape Myrtle Pl, Little Rock, AR 72210",+15019886125,,34.6641603,-92.4380321,4.9,320,Roadside
shop-ar-first-choice-mobile-rv-repair-tucker.html,First Choice Mobile RV Repair,Tucker,AR,"2400 Ray Dean Rd, Tucker, AR 72168",+15014442992,https://www.1stchoicemobilervrepair.com/,34.4190608,-92.1096458,5.0,30,Roadside|RV|Engine|Trailer|Brakes
shop-ar-fleet-management-services-little-rock.html,Fleet Management Services,Little Rock,AR,"901 E 8th St, Little Rock, AR 72202",+15013753672,,34.7402492,-92.2609634,4.8,33,
shop-ar-fleet-masters-truck-trailer-repair-north-little-rock.html,Fleet Masters truck & trailer repair,North Little Rock,AR,"2400 McCain Blvd, North Little Rock, AR 72116",+18662065993,,34.796625899999995,-92.23996679999999,,,
shop-ar-fleet-tire-point-s-tire-and-auto-service-russellville.html,Fleet Tire Point S Tire and Auto Service,Russellville,AR,"300 S Arkansas Ave, Russellville, AR 72801",+14799676209,https://pointstire.com/russellville,35.2761822,-93.1340908,4.7,106,Truck specialist|Tire|Engine|Cooling|Brakes|Electrical
shop-ar-fleetpride-service-center-little-rock.html,FleetPride Service Center,Little Rock,AR,"4614 Thibault Rd, Little Rock, AR 72206",+15013135606,https://branches.fleetpride.com/ar/littlerock/truckparts-ltr-sc.html,34.7041724,-92.19106389999999,5.0,6,Roadside|Truck specialist|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-ar-flexarmor-arkansas-north-little-rock.html,FlexArmor Arkansas,North Little Rock,AR,"4617 W Bethany Rd, North Little Rock, AR 72117",+19048305445,https://rvroof.com/,34.7750586,-92.2120429,,,Roadside|Truck specialist|RV|Tire|Trailer|Electrical
shop-ar-forest-river-rv-camping-world-sherwood.html,Forest River RV | Camping World,Sherwood,AR,"6721 Warden Rd, Sherwood, AR 72120",+18667890643,https://rv.campingworld.com/dealer/forestriver-sherwood-arkansas,34.8194267,-92.19989369999999,4.5,1384,Roadside|24/7|Truck specialist|RV|Engine|Trailer|Electrical
shop-ar-g-ray-baker-truck-garage-inc-russellville.html,G Ray Baker Truck & Garage Inc,Russellville,AR,"1602 AR-124, Russellville, AR 72802",+14799682596,,35.299939699999996,-93.1131527,4.5,10,
shop-ar-g-w-diesel-services-evs-mid-south-conway.html,G&W Diesel Services/EVS Mid-South,Conway,AR,"1400 E W Martin Dr, Conway, AR 72032",+15013273200,,35.0613063,-92.40902419999999,4.2,10,
shop-ar-garretteed-diesel-repair-west-memphis.html,Garretteed Diesel Repair,West Memphis,AR,"1511 E Broadway Ave, West Memphis, AR 72301",+18709233238,,35.1461453,-90.16570259999999,1.6,7,24/7
shop-ar-glenn-s-auto-and-truck-repair-atkins.html,Glenn's Auto and Truck Repair,Atkins,AR,"1207 US-64, Atkins, AR 72823",,,35.242293599999996,-92.95153669999999,4.9,15,24/7
shop-ar-glenn-s-mobile-road-service-and-towing-russellville.html,Glenn's Mobile Road Service and Towing,Russellville,AR,"233 Hidden Valley Ln, Russellville, AR 72802",,,35.332400199999995,-93.11638289999999,4.3,19,Roadside|24/7
shop-ar-grace-pro-trailer-sales-russellville.html,Grace Pro Trailer Sales,Russellville,AR,"215 W Tacoma Ave, Russellville, AR 72801",+14792808690,https://graceprotrailers.com/,35.2947485,-93.1693736,4.9,87,24/7|Trailer
shop-ar-grace-trailer-service-inc-north-little-rock.html,Grace Trailer Service Inc,North Little Rock,AR,"2228 Central Airport Rd, North Little Rock, AR 72117",+15019552379,http://www.gracetrailer.com/,34.773387899999996,-92.17657469999999,4.6,49,Truck specialist|Engine|Trailer
shop-ar-grade-a-mobile-truck-trailer-repair-llc-west-memphis.html,Grade A Mobile Truck & Trailer Repair LLC,West Memphis,AR,"610 N Missouri St Ste 5, West Memphis, AR 72301",+19016313808,,35.153614499999996,-90.1851891,5.0,2,Roadside|24/7
shop-ar-greg-s-too-auto-repair-towing-fort-smith.html,Greg's Too Auto Repair & Towing,Fort Smith,AR,"6800 Phoenix Ave, Fort Smith, AR 72903",+14795515400,https://gregstoo.com/,35.3471778,-94.3572293,4.5,314,
shop-ar-gt-auto-repairs-gas-and-diesel-north-little-rock.html,GT Auto Repairs Gas and Diesel,North Little Rock,AR,"3004 E Broadway St, North Little Rock, AR 72114",,,34.755033,-92.2334781,5.0,1,
shop-ar-hale-trailer-brake-wheel-little-rock-north-little-rock.html,Hale Trailer Brake & Wheel - Little Rock,North Little Rock,AR,"8720 Faulkner Lake Rd, North Little Rock, AR 72117",+15016537770,https://haletrailer.com/locations/little-rock-ar/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dmaps,34.747612,-92.1653944,4.8,43,
shop-ar-harness-garage-and-tire-russellville.html,Harness Garage And Tire,Russellville,AR,"8341 US-64, Russellville, AR 72802",+14799684259,,35.3253973,-93.2180522,4.3,4,
shop-ar-high-caliber-diesel-service-van-buren.html,High Caliber Diesel Service,Van Buren,AR,"2290 S 4th St, Van Buren, AR 72956",+14792622600,,35.418067199999996,-94.3351698,4.8,45,24/7
shop-ar-highway-64-truck-and-trailer-repair-van-buren.html,Highway 64 Truck and Trailer Repair,Van Buren,AR,"5200 Alma Hwy, Van Buren, AR 72956",+14796683107,https://www.highway64semitruckservice.com/,35.4576809,-94.2901383,4.7,418,Roadside|24/7|Truck specialist|Tire|Engine|Trailer|Brakes|Electrical
shop-ar-hilliard-enterprises-inc-north-little-rock.html,"Hilliard Enterprises, Inc.",North Little Rock,AR,"25221 AR-365 North, North Little Rock, AR 72113",+15018510510,http://www.locomotiveparts.net/,34.892243,-92.428146,4.3,6,Engine
shop-ar-hodges-heavy-duty-truck-parts-russellville.html,Hodges Heavy Duty Truck Parts,Russellville,AR,"3821 S Arkansas Ave, Russellville, AR 72802",+14799671333,https://www.hodgesheavydutytruckandtowing.com/,35.2386528,-93.13968129999999,3.7,100,Roadside|24/7|Truck specialist|Engine|Trailer|Brakes
shop-ar-hodges-towing-and-recovery-russellville.html,Hodges Towing and Recovery,Russellville,AR,"3821 S Arkansas Ave Ste A, Russellville, AR 72802",+14799685111,http://www.hodgeswrecker.com/,35.2385344,-93.1397357,4.0,95,Roadside|24/7|Truck specialist|RV|Tire
shop-ar-hogan-truck-leasing-rental-russellville-ar-london.html,"Hogan Truck Leasing & Rental: Russellville, AR",London,AR,"8271 US-64, London, AR 72847",+14799673410,http://www.hogan1.com/,35.3250095,-93.21645749999999,4.7,11,Roadside|24/7|Truck specialist
shop-ar-hotshotz-automotive-diesel-repair-danville.html,Hotshotz Automotive & Diesel Repair,Danville,AR,"2009 E 8th St, Danville, AR 72833",+14794953455,,35.054409899999996,-93.3713971,4.3,9,
shop-ar-hq-rv-mobile-services-llc-little-rock.html,"HQ RV Mobile Services, LLC",Little Rock,AR,"157 Pebble Beach Dr, Little Rock, AR 72212",+15019140003,http://hqrvmobiletech.com/,34.7810647,-92.4338598,5.0,15,Roadside|RV|Electrical
shop-ar-hunt-engine-rebuilders-inc-fort-smith.html,Hunt Engine Rebuilders Inc,Fort Smith,AR,"5213 S 33rd St, Fort Smith, AR 72903",+14796466863,,35.3318128,-94.397863,4.4,33,
shop-ar-i-55-truck-and-trailer-repair-crawfordsville.html,I-55 Truck and Trailer Repair,Crawfordsville,AR,"7468 I-55, Crawfordsville, AR 72327",+18706354003,https://i55truckandtrailer.com/,35.2672728,-90.2291012,4.5,346,Roadside|24/7|Truck specialist|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-ar-immediate-response-truck-and-trailer-repairs-marion.html,Immediate response truck and trailer repairs,Marion,AR,"#4012, Marion, AR 72364",+18705141090,,35.225949,-90.21089979999999,4.6,13,24/7
shop-ar-in-and-out-diesel-repair-llc-marion.html,In and Out Diesel Repair LLC,Marion,AR,"6208 AR-77, Marion, AR 72364",+19012540241,,35.2519503,-90.21465669999999,5.0,4,
shop-ar-jesse-truck-and-trailer-north-little-rock.html,Jesse truck and trailer,North Little Rock,AR,"5924 McCain Park Pl Building 14 apartment 204, North Little Rock, AR 72117",+15014301012,,34.7885505,-92.1978585,5.0,2,24/7
shop-ar-jet-s-mobile-truck-and-equipment-repair-services-llc-fort-smith.html,Jet’s Mobile Truck and Equipment Repair Services LLC,Fort Smith,AR,"2712 Market Trce, Fort Smith, AR 72908",+14792558244,https://www.facebook.com/profile.php%3Fid%3D100091579537647%26mibextid%3DLQQJ4d,35.3012844,-94.4059657,5.0,20,Roadside|24/7
shop-ar-jhook-towing-recovery-north-little-rock.html,JHook Towing & Recovery,North Little Rock,AR,"7303 US-70, North Little Rock, AR 72117",+15019552400,http://www.jhooktowing.com/,34.7713573,-92.18341269999999,3.0,370,Roadside|24/7|Truck specialist|Tire|Engine|Trailer|Brakes|Electrical
shop-ar-joes-fleet-service-north-little-rock.html,Joes Fleet Service,North Little Rock,AR,"1500 E 4th St, North Little Rock, AR 72114",+15014168611,,34.7563639,-92.2506392,5.0,3,
shop-ar-jones-automotive-diesel-performance-dover.html,Jones Automotive & Diesel Performance,Dover,AR,"40 Library Rd, Dover, AR 72837",+14793312008,,35.3910909,-93.1102736,4.5,40,
shop-ar-l-r-mobile-truck-trailer-repair-north-little-rock.html,L&R Mobile Truck & Trailer Repair,North Little Rock,AR,"3000 E Washington Ave #3, North Little Rock, AR 72114",+15013073309,,34.753212999999995,-92.23391,,,Roadside
shop-ar-l-t-diesel-repair-roadside-assistance-24-7-forrest-city.html,L&T Diesel Repair roadside assistance 24/7,Forrest City,AR,"2024 Campbell Dr, Forrest City, AR 72335",+18703179978,,35.007951299999995,-90.766521,4.0,50,24/7
shop-ar-legget-truck-repair-north-little-rock-2.html,Legget Truck Repair,North Little Rock,AR,"24 E 8th St, North Little Rock, AR 72114",,http://leggettruckrepair.com/,34.7611844,-92.240873,,,Roadside|24/7|Truck specialist|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-ar-legget-truck-repair-north-little-rock.html,Legget Truck Repair,North Little Rock,AR,"2341 E 8th St, North Little Rock, AR 72114",+15012846566,https://www.leggettruckrepair.com/,34.760965399999996,-92.2389646,4.3,17,Roadside|24/7|Truck specialist|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-ar-levi-s-diesel-and-automotive-fort-smith.html,Levi's Diesel And Automotive,Fort Smith,AR,"6004 US-271, Fort Smith, AR 72908",+14794346107,,35.3258049,-94.42309619999999,4.2,22,
shop-ar-lewis-repair-services-mobile-truck-and-trailer-repair-delaware.html,Lewis Repair Services- Mobile Truck and Trailer Repair,Delaware,AR,"379 Mill Creek Rd, Delaware, AR 72835",+14797476143,https://www.facebook.com/share/18bjoLUXji/%3Fmibextid%3DwwXIfr,35.289660999999995,-93.3855067,5.0,2,Roadside
shop-ar-liberty-trailer-co-north-little-rock.html,Liberty Trailer Co,North Little Rock,AR,"10120 US-70, North Little Rock, AR 72117",+15019457679,,34.7736592,-92.1516293,4.6,215,
shop-ar-lift-truck-service-center-russellville.html,Lift Truck Service Center,Russellville,AR,"2313 E 2nd St, Russellville, AR 72801",+14799673548,https://lifttruckservicecenterinc.com/company/locations/russellville/%3Futm_source%3DGMB%26utm_medium%3Dlocal%26utm_campaign%3Dltsc-russellville,35.277130299999996,-93.1059714,4.4,9,
shop-ar-little-rock-mobile-mechanic-little-rock.html,Little Rock Mobile Mechanic,Little Rock,AR,"811 S Louisiana St, Little Rock, AR 72201",+15012990198,http://littlerockmobilemechanic.com/,34.7408715,-92.27280329999999,3.9,41,Roadside|24/7
shop-ar-little-rock-mobile-truck-repair-north-little-rock.html,Little Rock Mobile Truck Repair,North Little Rock,AR,"7910 Rains Dr, North Little Rock, AR 72117",+15015056645,,34.7718127,-92.1766406,2.0,4,Roadside
shop-ar-little-rock-on-site-truck-repair-little-rock.html,Little Rock On-Site Truck Repair,Little Rock,AR,"6204 Dividend St, Little Rock, AR 72209",+15017374975,https://mobiletruckrepairlittlerock.com/,34.6922541,-92.32023699999999,5.0,3,Roadside|24/7|Truck specialist|Reefer|Engine|Trailer|Brakes|Electrical
shop-ar-little-rock-truck-parts-north-little-rock.html,Little Rock Truck Parts,North Little Rock,AR,"24415 AR-365 N, North Little Rock, AR 72113",+15017341292,http://www.littlerocktruckparts.com/,34.888906899999995,-92.4193152,4.6,16,Truck specialist|Engine
shop-ar-logan-county-marine-inc-russellville.html,Logan County Marine Inc.,Russellville,AR,"1610 E Parkway Dr, Russellville, AR 72802",+14798801551,https://logan-county-marine-inc.myshopify.com/,35.2821406,-93.11328859999999,4.0,28,Cooling
shop-ar-m-s-truck-repair-service-llc-north-little-rock.html,M&S Truck Repair Service LLC,North Little Rock,AR,"1824 Van St, North Little Rock, AR 72117",+15013985793,,34.7706277,-92.2124054,4.8,67,24/7
shop-ar-memphis-truck-and-trailer-repair-service-marion.html,Memphis Truck and Trailer Repair Service,Marion,AR,"4012 I-55, Marion, AR 72364",+18705142213,https://memphistruckandtrailerrepair.com/,35.2205929,-90.2091763,4.6,238,Roadside|24/7|Truck specialist|RV|Tire|Engine|Trailer
shop-ar-meza-international-truck-and-trailer-service-inc-russellville.html,Meza International Truck And Trailer Service Inc,Russellville,AR,"50 Joyce Ln, Russellville, AR 72802",,,35.281110999999996,-93.0879999,5.0,5,
shop-ar-mhc-carrier-transicold-little-rock-little-rock.html,MHC Carrier Transicold - Little Rock,Little Rock,AR,"7015 Scott Hamilton Dr, Little Rock, AR 72209",+15014900985,https://mhc.com/locations/mhc-carrier-transicold-little-rock,34.6845658,-92.3182939,4.2,56,
shop-ar-mhc-kenworth-little-rock-little-rock.html,MHC Kenworth - Little Rock,Little Rock,AR,"8001 E Port Dr, Little Rock, AR 72206",+15014901500,https://mhc.com/locations/mhc-kenworth-little-rock,34.717811499999996,-92.1872558,4.0,678,Roadside|24/7|Truck specialist|Reefer|Engine|Trailer|Electrical
shop-ar-mike-johnson-s-power-sports-of-russellville-russellville.html,Mike Johnson's Power Sports of Russellville,Russellville,AR,"120 E Parkway Dr, Russellville, AR 72801",+14799687110,http://www.mikejohnsonspowersports.com/,35.2808853,-93.13236479999999,4.1,157,Tire|Engine|Cooling|Trailer|Electrical
shop-ar-mobile-diesel-tire-repair-little-rock.html,Mobile Diesel & Tire Repair,Little Rock,AR,"3102 King Rd, Little Rock, AR 72206",+15012932617,,34.6983684,-92.2467952,,,Roadside|24/7
shop-ar-mobile-mechanic-brought-ons-satisfaction-little-rock.html,Mobile Mechanic - Brought Ons Satisfaction,Little Rock,AR,"7000 S University Ave, Little Rock, AR 72209",+19016461390,https://m.facebook.com/profile.php%3Fid%3D2217301818500536%26ref%3Dcontent_filter,34.6863534,-92.35006039999999,4.2,38,Roadside
shop-ar-monticello-diesel-hydraulics-monticello.html,Monticello Diesel & Hydraulics,Monticello,AR,"120 Carpenter Rd, Monticello, AR 71655",+18703675052,,33.632098899999995,-91.74457079999999,3.9,7,
shop-ar-morgan-s-rv-service-repair-russellville.html,Morgan's RV Service & Repair,Russellville,AR,"8409 US-64, Russellville, AR 72802",+14795675860,https://www.morgansrvserviceandrepair.com/,35.3254873,-93.2194019,4.7,27,Roadside|RV|Trailer|Brakes|Electrical
shop-ar-napa-truck-service-center-little-rock.html,Napa Truck Service Center,Little Rock,AR,"1700 E 14th St, Little Rock, AR 72202",,,34.734320499999995,-92.25135139999999,,,
shop-ar-north-little-rock-diesel-service-north-little-rock.html,North Little Rock Diesel Service,North Little Rock,AR,"408 Lake Ln, North Little Rock, AR 72117",+15019452557,,34.750055599999996,-92.1638775,4.4,12,
shop-ar-north-little-rock-truck-repair-north-little-rock.html,North Little Rock Truck Repair,North Little Rock,AR,"4223 E 43rd St, North Little Rock, AR 72117",+15013658237,,34.79441,-92.21897539999999,3.5,4,24/7
shop-ar-onsite-truck-and-trailer-repair-mabelvale.html,Onsite Truck and Trailer Repair,Mabelvale,AR,"10802 Sardis Rd, Mabelvale, AR 72103",+15012517243,https://onsitetruckrepairlr.com/,34.6528752,-92.3894187,,,Roadside|24/7|Truck specialist|Tire|Engine|Trailer|Electrical
shop-ar-ouachita-trailer-sales-memphis-west-memphis.html,Ouachita Trailer Sales - Memphis,West Memphis,AR,"6044 W Broadway Ave, West Memphis, AR 72301",+18703945985,https://www.ouachitatrailers.com/,35.1467226,-90.2308765,5.0,43,Trailer|Brakes|Electrical
shop-ar-outdoor-living-center-rv-park-russellville.html,Outdoor Living Center RV Park,Russellville,AR,"10 Outdoor Pl, Russellville, AR 72802",+14799687705,,35.3106122,-93.1393646,4.4,184,
shop-ar-ozarko-tire-centers-inc-russellville.html,"Ozarko Tire Centers, Inc.",Russellville,AR,"488 Okie Doke Rd, Russellville, AR 72802",+14799683090,,35.231607,-93.1407318,4.7,32,
shop-ar-petro-travel-center-north-little-rock.html,Petro Travel Center,North Little Rock,AR,"3205 Valentine Rd Exit 161, North Little Rock, AR 72117",+15019453206,https://www.ta-petro.com/location/ar/petro-north-little-rock,34.780952,-92.12977219999999,2.7,1142,Roadside|24/7|Truck specialist|Reefer|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-ar-petroleum-fuel-terminal-co-north-little-rock.html,Petroleum Fuel & Terminal Co,North Little Rock,AR,"3206 Gribble St, North Little Rock, AR 72114",+15019457497,,34.7493568,-92.2306223,4.3,4,24/7
shop-ar-powers-truck-parts-service-north-little-rock.html,Powers Truck Parts & Service,North Little Rock,AR,"900 Fiber Optic Dr, North Little Rock, AR 72117",+15013724828,https://www.powerstruckparts.com/,34.7331466,-92.14820859999999,4.2,34,Truck specialist|Engine|Brakes|Electrical
